start_station_name,end_station_name,avg_duration,trip_count
Barton Springs/Riverside,8th/Red River,21.5,100
Barton Springs/Riverside,Zilker Park West,20.9,27
Barton Springs/Riverside,4th/Congress,20.8,463
Barton Springs/Riverside,South Congress/James,19.8,415
Barton Springs/Riverside,21st/Speedway @ PCL,19.7,24
Barton Springs/Riverside,Republic Square ,19.7,10
Barton Springs/Riverside,3rd/West,19.4,97
Barton Springs/Riverside,3rd/Nueces,18.6,23
Barton Springs/Riverside,8th/Congress,18.5,222
Barton Springs/Riverside,Nueces @ 3rd,18.4,41
Barton Springs/Riverside,4th/Sabine,17.8,17
Barton Springs/Riverside,3rd/Trinity @ The Convention Center,17.7,286
Barton Springs/Riverside,Barton Springs/Kinney,17.7,589
Barton Springs/Riverside,Toomey Rd @ South Lamar,17.6,81
Barton Springs/Riverside,23rd/San Jacinto @ DKR Stadium,17.2,58
Barton Springs/Riverside,2nd/Congress,16.7,548
Barton Springs/Riverside,2nd/Lavaca @ City Hall,16.7,582
Barton Springs/Riverside,Dean Keeton/Speedway,15.6,546
Barton Springs/Riverside,Sterzing/Barton Springs,15.3,48
Boardwalk West,East 4th & Chicon,110.6,31
Boardwalk West,East 6th & Pedernales St.,77.7,15
Boardwalk West,Rio Grande/12th,76.2,22
Boardwalk West,22nd/Pearl,75.0,23
Boardwalk West,6th/West,71.3,37
Boardwalk West,16th/San Antonio,70.2,19
Boardwalk West,Barton Springs/Kinney,68.9,126
Boardwalk West,Rainey/Driskill,64.4,47
Boardwalk West,Barton Springs/Bouldin @ Palmer Auditorium,63.1,268
Boardwalk West,East 5th/Shady @ Eastside Bus Plaza,63.1,24
Boardwalk West,6th/Chalmers,58.9,42
Boardwalk West,Boardwalk West,56.2,4167
Boardwalk West,Hollow Creek/Barton Hills,52.2,80
Boardwalk West,Lakeshore & Pleasant Valley,52.1,56
Boardwalk West,East 4th/Chicon,52.1,75
Boardwalk West,Capital Metro HQ - East 5th at Broadway,51.8,35
Boardwalk West,Long Center @ South 1st & Riverside,51.3,139
Boardwalk West,Nash Hernandez/East @ RBJ South,50.7,533
Boardwalk West,Cesar Chavez/Congress,50.4,229
Boardwalk West,Capitol Station / Congress & 11th,48.2,43
Boardwalk West,East 6th/Robert T. Martinez,48.1,22
Boardwalk West,East 2nd/Pedernales,46.7,80
Boardwalk West,Lake Austin Blvd/Deep Eddy,46.7,96
Boardwalk West,26th/Nueces,46.4,14
Boardwalk West,Guadalupe/West Mall @ University Co-op,46.0,23
Boardwalk West,South Congress & James,45.8,51
Boardwalk West,Lake Austin/Enfield,45.1,31
Boardwalk West,11th/Congress @ The Texas Capitol,44.9,73
Boardwalk West,Lavaca & 6th,44.7,48
Boardwalk West,Rainey/Davis,44.6,78
Boardwalk West,11th & San Jacinto,44.6,11
Boardwalk West,4th/Guadalupe @ Republic Square,43.9,61
Boardwalk West,South Congress/James,42.7,91
Boardwalk West,Medina & East 6th,42.7,22
Boardwalk West,Pfluger Bridge @ W 2nd Street,42.6,157
Boardwalk West,Veterans/Atlanta @ MoPac Ped Bridge,41.3,406
Boardwalk West,Dean Keeton & Whitis,40.7,10
Boardwalk West,28th/Rio Grande,40.1,40
Boardwalk West,21st/Guadalupe,40.1,30
Boardwalk West,MoPac Pedestrian Bridge @ Veterans Drive,39.8,258
Boardwalk West,Davis at Rainey Street,39.4,144
Boardwalk West,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,39.2,372
Boardwalk West,21st & Speedway @PCL,39.1,18
Boardwalk West,Plaza Saltillo,39.1,141
Boardwalk West,East 2nd & Pedernales,39.1,88
Boardwalk West,South 1st/Riverside @ Long Center,39.0,401
Boardwalk West,Nueces & 3rd,38.4,59
Boardwalk West,Dean Keeton/Speedway,38.3,13
Boardwalk West,Red River/Cesar Chavez @ The Fairmont,38.3,93
Boardwalk West,Rainey/Cummings,37.6,743
Boardwalk West,Zilker Park,36.9,462
Boardwalk West,Lake Austin Blvd @ Deep Eddy,36.8,16
Boardwalk West,Palmer Auditorium,36.4,122
Boardwalk West,Dean Keeton/Whitis,36.3,32
Boardwalk West,10th/Red River,36.3,10
Boardwalk West,Rainey St @ Cummings,36.2,592
Boardwalk West,Henderson & 9th,36.1,10
Boardwalk West,Sterzing at Barton Springs,34.9,154
Boardwalk West,8th/San Jacinto,34.5,10
Boardwalk West,Rosewood/Angelina,34.4,19
Boardwalk West,8th/Red River,34.4,29
Boardwalk West,23rd/San Jacinto @ DKR Stadium,34.2,21
Boardwalk West,Guadalupe & 21st,33.9,13
Boardwalk West,Lakeshore/Pleasant Valley,33.9,724
Boardwalk West,22.5/Rio Grande,33.9,14
Boardwalk West,Nash Hernandez @ RBJ South,33.9,28
Boardwalk West,East 11th/Victory Grill,33.5,15
Boardwalk West,21st/Speedway @ PCL,33.3,51
Boardwalk West,One Texas Center,33.2,10
Boardwalk West,4th/Sabine,33.0,24
Boardwalk West,East 6th/Medina,32.9,87
Boardwalk West,Barton Springs Pool,32.9,339
Boardwalk West,South Congress & Barton Springs at the Austin American-Statesman,32.7,290
Boardwalk West,5th/Campbell,32.6,30
Boardwalk West,6th/Chalmers ,32.6,18
Boardwalk West,City Hall / Lavaca & 2nd,32.4,164
Boardwalk West,West & 6th St.,32.4,27
Boardwalk West,East 6th/Pedernales,32.3,43
Boardwalk West,Congress & Cesar Chavez,32.3,149
Boardwalk West,Lakeshore/Austin Hostel,32.3,1755
Boardwalk West,Sterzing/Barton Springs,32.2,277
Boardwalk West,East 6th at Robert Martinez,31.5,22
Boardwalk West,Convention Center / 3rd & Trinity,31.4,89
Boardwalk West,3rd/Nueces,31.0,108
Boardwalk West,21st/University,30.9,16
Boardwalk West,Barton Springs & Riverside,30.6,25
Boardwalk West,South Congress/Mary,30.5,104
Boardwalk West,8th/Congress,30.2,38
Boardwalk West,Red River & 8th Street,30.1,16
Boardwalk West,5th & Bowie,29.9,66
Boardwalk West,Lakeshore @ Austin Hostel,29.9,93
Boardwalk West,Riverside/South Lamar,29.8,957
Boardwalk West,6th/Trinity,29.8,41
Boardwalk West,Barton Springs @ Kinney Ave,29.5,96
Boardwalk West,3rd/West,29.5,320
Boardwalk West,3rd/Trinity @ The Convention Center,29.3,85
Boardwalk West,2nd/Congress,29.0,144
Boardwalk West,Riverside @ S. Lamar,28.9,532
Boardwalk West,6th/Lavaca,28.8,23
Boardwalk West,South Congress/Academy,28.8,77
Boardwalk West,Trinity & 6th Street,28.7,31
Boardwalk West,2nd/Lavaca @ City Hall,28.3,172
Boardwalk West,Convention Center / 4th St. @ MetroRail,28.3,23
Boardwalk West,Barton Springs/Riverside,27.7,27
Boardwalk West,South Congress & Elizabeth,27.4,75
Boardwalk West,East 11th St. & San Marcos,26.4,13
Boardwalk West,South Congress @ Bouldin Creek,26.3,101
Boardwalk West,3rd & West,26.0,97
Boardwalk West,6th/Brazos,25.9,37
Boardwalk West,South Congress/Elizabeth,25.5,106
Boardwalk West,Brazos & 6th,25.2,53
Boardwalk West,South Congress & Academy,25.2,91
Boardwalk West,East 11th/San Marcos,25.0,22
Boardwalk West,Republic Square @ 5th & Guadalupe,25.0,21
Boardwalk West,8th & Congress,24.2,17
Boardwalk West,9th/Henderson,23.9,47
Boardwalk West,6th/Congress,23.8,122
Boardwalk West,South Congress/Barton Springs @ The Austin American-Statesman,22.8,734
Boardwalk West,East 5th/Broadway @ Capital Metro HQ,22.5,116
Boardwalk West,4th & Congress,22.4,69
Boardwalk West,5th/Bowie,22.1,111
Boardwalk West,2nd & Congress,17.9,156
Boardwalk West,6th & Congress,17.4,37
Boardwalk West,4th/Congress,13.7,223
Brazos & 6th,Zilker Park West,182.4,17
Brazos & 6th,East 6th & Pedernales St.,136.8,61
Brazos & 6th,Trinity & 6th Street,111.5,116
Brazos & 6th,23rd & Rio Grande,104.3,38
Brazos & 6th,Pease Park,103.8,17
Brazos & 6th,Brazos & 6th,87.6,1007
Brazos & 6th,Barton Springs Pool,78.5,143
Brazos & 6th,Capital Metro HQ - East 5th at Broadway,75.5,22
Brazos & 6th,Rio Grande & 28th,75.1,27
Brazos & 6th,6th & Congress,71.7,109
Brazos & 6th,San Jacinto & 8th Street,70.3,72
Brazos & 6th,State Capitol Visitors Garage @ San Jacinto & 12th,62.7,93
Brazos & 6th,South Congress & Elizabeth,60.3,216
Brazos & 6th,22nd & Pearl,56.6,41
Brazos & 6th,Congress & Cesar Chavez,52.9,65
Brazos & 6th,Nueces & 26th,49.9,46
Brazos & 6th,MoPac Pedestrian Bridge @ Veterans Drive,46.9,103
Brazos & 6th,Red River & 8th Street,46.8,246
Brazos & 6th,21st & University,46.6,29
Brazos & 6th,21st & Speedway @PCL,43.6,104
Brazos & 6th,Zilker Park,43.2,239
Brazos & 6th,South Congress & Academy,40.2,316
Brazos & 6th,Henderson & 9th,40.0,68
Brazos & 6th,East 11th St. & San Marcos,38.4,127
Brazos & 6th,Boardwalk West,38.4,176
Brazos & 6th,8th & Congress,37.6,75
Brazos & 6th,South Congress & James,35.4,275
Brazos & 6th,Convention Center / 3rd & Trinity,35.3,194
Brazos & 6th,Sterzing at Barton Springs,35.2,61
Brazos & 6th,Plaza Saltillo,35.1,181
Brazos & 6th,West & 6th St.,34.8,365
Brazos & 6th,23rd & San Jacinto @ DKR Stadium,34.3,19
Brazos & 6th,Capitol Station / Congress & 11th,33.7,310
Brazos & 6th,17th & Guadalupe,33.6,157
Brazos & 6th,East 2nd & Pedernales,33.0,49
Brazos & 6th,Medina & East 6th,32.1,92
Brazos & 6th,11th & San Jacinto,31.5,178
Brazos & 6th,Barton Springs @ Kinney Ave,30.6,321
Brazos & 6th,Riverside @ S. Lamar,30.0,266
Brazos & 6th,4th & Congress,28.3,191
Brazos & 6th,UT West Mall @ Guadalupe,28.2,216
Brazos & 6th,Barton Springs & Riverside,25.8,222
Brazos & 6th,Guadalupe & 21st,25.5,173
Brazos & 6th,Lavaca & 6th,25.4,132
Brazos & 6th,East 4th & Chicon,25.3,132
Brazos & 6th,East 11th St. at Victory Grill,24.6,81
Brazos & 6th,City Hall / Lavaca & 2nd,24.2,429
Brazos & 6th,Dean Keeton & Speedway ,24.0,27
Brazos & 6th,Dean Keeton & Whitis,23.9,11
Brazos & 6th,Republic Square @ 5th & Guadalupe,23.8,79
Brazos & 6th,Long Center @ South 1st & Riverside,23.5,215
Brazos & 6th,3rd & West,23.4,433
Brazos & 6th,Palmer Auditorium,22.6,218
Brazos & 6th,Waller & 6th St.,22.4,30
Brazos & 6th,Convention Center / 4th St. @ MetroRail,22.3,245
Brazos & 6th,ACC - West & 12th Street,20.9,35
Brazos & 6th,Rainey St @ Cummings,20.8,405
Brazos & 6th,5th & Bowie,20.8,389
Brazos & 6th,Pfluger Bridge @ W 2nd Street,20.5,511
Brazos & 6th,2nd & Congress,20.0,480
Brazos & 6th,Republic Square @ Guadalupe & 4th St.,19.9,60
Brazos & 6th,Bullock Museum @ Congress & MLK,19.4,224
Brazos & 6th,Davis at Rainey Street,19.1,807
Brazos & 6th,South Congress & Barton Springs at the Austin American-Statesman,18.9,624
Brazos & 6th,State Capitol @ 14th & Colorado,18.4,39
Brazos & 6th,6th & Chalmers ,15.4,11
Brazos & 6th,East 6th at Robert Martinez,15.0,235
Brazos & 6th,Nueces & 3rd,13.9,275
Brazos & 6th,13th & San Antonio,12.7,37
Brazos & 6th,5th & San Marcos,11.8,142
Brazos & 6th,Republic Square @ Federal Courthouse Plaza,10.5,303
Brazos & 6th,Guadalupe & 6th,5.4,15
Bullock Museum @ Congress & MLK,Boardwalk West,62.3,11
Bullock Museum @ Congress & MLK,East 2nd & Pedernales,61.0,18
Bullock Museum @ Congress & MLK,Lavaca & 6th,55.2,73
Bullock Museum @ Congress & MLK,Bullock Museum @ Congress & MLK,51.2,1265
Bullock Museum @ Congress & MLK,Zilker Park,51.1,112
Bullock Museum @ Congress & MLK,South Congress & Elizabeth,49.6,53
Bullock Museum @ Congress & MLK,South Congress/Elizabeth,47.3,41
Bullock Museum @ Congress & MLK,Republic Square @ 5th & Guadalupe,46.1,15
Bullock Museum @ Congress & MLK,Long Center @ South 1st & Riverside,45.8,82
Bullock Museum @ Congress & MLK,Henderson & 9th,44.9,25
Bullock Museum @ Congress & MLK,Barton Springs Pool,44.2,26
Bullock Museum @ Congress & MLK,Riverside/South Lamar,43.9,48
Bullock Museum @ Congress & MLK,South 1st/Riverside @ Long Center,42.2,94
Bullock Museum @ Congress & MLK,Red River & 8th Street,41.6,107
Bullock Museum @ Congress & MLK,Congress & Cesar Chavez,41.0,25
Bullock Museum @ Congress & MLK,Barton Springs & Riverside,39.3,59
Bullock Museum @ Congress & MLK,South Congress & Barton Springs at the Austin American-Statesman,38.4,47
Bullock Museum @ Congress & MLK,Barton Springs/Kinney,37.7,47
Bullock Museum @ Congress & MLK,17th/Guadalupe,37.3,79
Bullock Museum @ Congress & MLK,17th & Guadalupe,35.8,72
Bullock Museum @ Congress & MLK,UT West Mall @ Guadalupe,35.7,321
Bullock Museum @ Congress & MLK,Medina & East 6th,35.4,24
Bullock Museum @ Congress & MLK,East 4th & Chicon,35.1,58
Bullock Museum @ Congress & MLK,South Congress/James,34.9,94
Bullock Museum @ Congress & MLK,South Congress & James,32.5,67
Bullock Museum @ Congress & MLK,13th & San Antonio,32.4,19
Bullock Museum @ Congress & MLK,East 6th & Pedernales St.,32.3,10
Bullock Museum @ Congress & MLK,Barton Springs @ Kinney Ave,32.2,26
Bullock Museum @ Congress & MLK,Rainey St @ Cummings,32.0,99
Bullock Museum @ Congress & MLK,State Capitol Visitors Garage @ San Jacinto & 12th,31.8,107
Bullock Museum @ Congress & MLK,Pease Park,31.4,18
Bullock Museum @ Congress & MLK,Brazos & 6th,30.9,202
Bullock Museum @ Congress & MLK,Barton Springs/Bouldin @ Palmer Auditorium,30.8,27
Bullock Museum @ Congress & MLK,5th & Bowie,30.5,118
Bullock Museum @ Congress & MLK,Waller & 6th St.,30.4,39
Bullock Museum @ Congress & MLK,MoPac Pedestrian Bridge @ Veterans Drive,30.1,60
Bullock Museum @ Congress & MLK,2nd/Congress,30.0,275
Bullock Museum @ Congress & MLK,Pfluger Bridge @ W 2nd Street,29.9,52
Bullock Museum @ Congress & MLK,Rainey/Cummings,29.6,64
Bullock Museum @ Congress & MLK,Guadalupe & 21st,29.5,126
Bullock Museum @ Congress & MLK,Toomey Rd @ South Lamar,29.4,17
Bullock Museum @ Congress & MLK,Riverside @ S. Lamar,29.2,58
Bullock Museum @ Congress & MLK,21st/Guadalupe,28.7,130
Bullock Museum @ Congress & MLK,City Hall / Lavaca & 2nd,28.7,138
Bullock Museum @ Congress & MLK,South Congress & Academy,28.6,103
Bullock Museum @ Congress & MLK,Palmer Auditorium,27.7,32
Bullock Museum @ Congress & MLK,Convention Center / 3rd & Trinity,27.7,184
Bullock Museum @ Congress & MLK,Trinity & 6th Street,27.5,88
Bullock Museum @ Congress & MLK,East 6th/Robert T. Martinez,27.1,14
Bullock Museum @ Congress & MLK,East 6th/Pedernales,26.9,16
Bullock Museum @ Congress & MLK,4th & Congress,26.7,185
Bullock Museum @ Congress & MLK,West & 6th St.,26.5,97
Bullock Museum @ Congress & MLK,Davis at Rainey Street,26.5,145
Bullock Museum @ Congress & MLK,Barton Springs/Riverside,26.4,98
Bullock Museum @ Congress & MLK,2nd/Lavaca @ City Hall,25.7,195
Bullock Museum @ Congress & MLK,South Congress/Academy,25.1,120
Bullock Museum @ Congress & MLK,Guadalupe/West Mall @ University Co-op,24.7,378
Bullock Museum @ Congress & MLK,6th/Trinity,23.8,193
Bullock Museum @ Congress & MLK,2nd & Congress,23.7,342
Bullock Museum @ Congress & MLK,Nueces & 3rd,23.7,36
Bullock Museum @ Congress & MLK,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,23.3,51
Bullock Museum @ Congress & MLK,3rd/Trinity @ The Convention Center,23.0,143
Bullock Museum @ Congress & MLK,Dean Keeton/Speedway,22.7,210
Bullock Museum @ Congress & MLK,Convention Center / 4th St. @ MetroRail,22.7,139
Bullock Museum @ Congress & MLK,Rainey/Davis,22.1,146
Bullock Museum @ Congress & MLK,San Jacinto & 8th Street,22.0,183
Bullock Museum @ Congress & MLK,3rd & West,21.9,65
Bullock Museum @ Congress & MLK,Republic Square @ Federal Courthouse Plaza,21.8,23
Bullock Museum @ Congress & MLK,East 6th at Robert Martinez,21.6,36
Bullock Museum @ Congress & MLK,Republic Square @ Guadalupe & 4th St.,21.5,222
Bullock Museum @ Congress & MLK,East 11th St. at Victory Grill,21.5,61
Bullock Museum @ Congress & MLK,4th/Congress,21.5,326
Bullock Museum @ Congress & MLK,Plaza Saltillo,21.5,169
Bullock Museum @ Congress & MLK,5th/Bowie,21.3,138
Bullock Museum @ Congress & MLK,Rainey @ River St,21.1,25
Bullock Museum @ Congress & MLK,Capitol Station / Congress & 11th,20.8,294
Bullock Museum @ Congress & MLK,8th/Red River,20.7,71
Bullock Museum @ Congress & MLK,6th/West,20.5,158
Bullock Museum @ Congress & MLK,11th/Congress @ The Texas Capitol,20.1,368
Bullock Museum @ Congress & MLK,East 11th/Victory Grill,19.6,28
Bullock Museum @ Congress & MLK,12th/San Jacinto @ State Capitol Visitors Garage,18.4,93
Bullock Museum @ Congress & MLK,8th/San Jacinto,17.7,208
Bullock Museum @ Congress & MLK,Guadalupe & 6th,17.7,18
Bullock Museum @ Congress & MLK,6th & Congress,17.5,136
Bullock Museum @ Congress & MLK,8th/Congress,17.3,331
Bullock Museum @ Congress & MLK,ACC - West & 12th Street,16.4,89
Bullock Museum @ Congress & MLK,3rd/West,16.3,59
Bullock Museum @ Congress & MLK,8th & Congress,16.0,206
Bullock Museum @ Congress & MLK,East 11th St. & San Marcos,16.0,375
Bullock Museum @ Congress & MLK,Nueces @ 3rd,15.9,115
Bullock Museum @ Congress & MLK,5th & San Marcos,14.6,174
Bullock Museum @ Congress & MLK,State Capitol @ 14th & Colorado,14.2,230
Bullock Museum @ Congress & MLK,ACC - Rio Grande & 12th,14.2,27
Bullock Museum @ Congress & MLK,East 11th/San Marcos,13.7,115
Bullock Museum @ Congress & MLK,11th & San Jacinto,13.0,48
Capital Metro HQ - East 5th at Broadway,8th & Congress,83.3,12
Capital Metro HQ - East 5th at Broadway,Capital Metro HQ - East 5th at Broadway,76.4,289
Capital Metro HQ - East 5th at Broadway,East 11th St. & San Marcos,60.7,23
Capital Metro HQ - East 5th at Broadway,South Congress & James,53.0,13
Capital Metro HQ - East 5th at Broadway,Zilker Park,48.2,32
Capital Metro HQ - East 5th at Broadway,Boardwalk West,47.7,14
Capital Metro HQ - East 5th at Broadway,5th & Bowie,46.3,60
Capital Metro HQ - East 5th at Broadway,MoPac Pedestrian Bridge @ Veterans Drive,44.8,14
Capital Metro HQ - East 5th at Broadway,South Congress & Barton Springs at the Austin American-Statesman,44.6,17
Capital Metro HQ - East 5th at Broadway,South Congress & Academy,43.9,10
Capital Metro HQ - East 5th at Broadway,Davis at Rainey Street,42.8,46
Capital Metro HQ - East 5th at Broadway,Long Center @ South 1st & Riverside,42.6,21
Capital Metro HQ - East 5th at Broadway,2nd & Congress,40.9,22
Capital Metro HQ - East 5th at Broadway,Lavaca & 6th,40.1,11
Capital Metro HQ - East 5th at Broadway,3rd & West,38.9,19
Capital Metro HQ - East 5th at Broadway,Riverside @ S. Lamar,38.7,60
Capital Metro HQ - East 5th at Broadway,Convention Center / 3rd & Trinity,37.1,18
Capital Metro HQ - East 5th at Broadway,Rainey St @ Cummings,33.6,88
Capital Metro HQ - East 5th at Broadway,Barton Springs @ Kinney Ave,32.3,13
Capital Metro HQ - East 5th at Broadway,Nueces & 3rd,31.5,22
Capital Metro HQ - East 5th at Broadway,East 11th St. at Victory Grill,29.7,27
Capital Metro HQ - East 5th at Broadway,Red River & 8th Street,27.3,35
Capital Metro HQ - East 5th at Broadway,Brazos & 6th,27.0,42
Capital Metro HQ - East 5th at Broadway,East 4th & Chicon,26.4,80
Capital Metro HQ - East 5th at Broadway,East 2nd & Pedernales,25.0,56
Capital Metro HQ - East 5th at Broadway,Barton Springs & Riverside,24.8,13
Capital Metro HQ - East 5th at Broadway,Palmer Auditorium,24.6,22
Capital Metro HQ - East 5th at Broadway,City Hall / Lavaca & 2nd,24.1,65
Capital Metro HQ - East 5th at Broadway,Trinity & 6th Street,22.7,31
Capital Metro HQ - East 5th at Broadway,Waller & 6th St.,21.4,30
Capital Metro HQ - East 5th at Broadway,6th & Congress,20.9,19
Capital Metro HQ - East 5th at Broadway,Convention Center / 4th St. @ MetroRail,20.2,68
Capital Metro HQ - East 5th at Broadway,4th & Congress,18.5,50
Capital Metro HQ - East 5th at Broadway,East 6th & Pedernales St.,18.3,74
Capital Metro HQ - East 5th at Broadway,Medina & East 6th,16.9,68
Capital Metro HQ - East 5th at Broadway,East 6th at Robert Martinez,16.5,81
Capital Metro HQ - East 5th at Broadway,5th & San Marcos,14.3,39
Capital Metro HQ - East 5th at Broadway,Plaza Saltillo,14.0,599
Capitol Station / Congress & 11th,South Congress @ Bouldin Creek,172.6,21
Capitol Station / Congress & 11th,Boardwalk West,71.3,42
Capitol Station / Congress & 11th,11th & San Jacinto,63.2,71
Capitol Station / Congress & 11th,Red River & 8th Street,62.4,154
Capitol Station / Congress & 11th,Plaza Saltillo,62.2,115
Capitol Station / Congress & 11th,Pease Park,61.9,19
Capitol Station / Congress & 11th,MoPac Pedestrian Bridge @ Veterans Drive,61.7,125
Capitol Station / Congress & 11th,Palmer Auditorium,58.6,135
Capitol Station / Congress & 11th,Capitol Station / Congress & 11th,55.0,2014
Capitol Station / Congress & 11th,West & 6th St.,53.6,204
Capitol Station / Congress & 11th,13th & San Antonio,52.7,67
Capitol Station / Congress & 11th,Sterzing at Barton Springs,49.6,58
Capitol Station / Congress & 11th,23rd & Rio Grande,47.9,89
Capitol Station / Congress & 11th,Barton Springs Pool,45.6,76
Capitol Station / Congress & 11th,South Congress & Elizabeth,45.5,227
Capitol Station / Congress & 11th,Zilker Park,45.2,237
Capitol Station / Congress & 11th,Nueces & 26th,44.6,45
Capitol Station / Congress & 11th,5th & Bowie,43.8,271
Capitol Station / Congress & 11th,Barton Springs @ Kinney Ave,43.7,128
Capitol Station / Congress & 11th,San Jacinto & 8th Street,43.6,106
Capitol Station / Congress & 11th,Rainey St @ Cummings,43.3,253
Capitol Station / Congress & 11th,East 6th at Robert Martinez,43.2,32
Capitol Station / Congress & 11th,East 4th & Chicon,43.0,63
Capitol Station / Congress & 11th,Lake Austin Blvd @ Deep Eddy,42.8,13
Capitol Station / Congress & 11th,Republic Square @ 5th & Guadalupe,41.3,64
Capitol Station / Congress & 11th,Brazos & 6th,40.4,434
Capitol Station / Congress & 11th,8th & Congress,40.1,357
Capitol Station / Congress & 11th,Medina & East 6th,38.9,32
Capitol Station / Congress & 11th,State Capitol Visitors Garage @ San Jacinto & 12th,38.6,176
Capitol Station / Congress & 11th,6th & Congress,38.6,504
Capitol Station / Congress & 11th,Trinity & 6th Street,38.3,276
Capitol Station / Congress & 11th,Congress & Cesar Chavez,37.9,173
Capitol Station / Congress & 11th,17th & Guadalupe,37.4,165
Capitol Station / Congress & 11th,Red River/Cesar Chavez @ The Fairmont,36.8,26
Capitol Station / Congress & 11th,21st & University,36.1,98
Capitol Station / Congress & 11th,23rd & San Jacinto @ DKR Stadium,36.0,60
Capitol Station / Congress & 11th,Henderson & 9th,35.9,118
Capitol Station / Congress & 11th,East 2nd & Pedernales,35.6,43
Capitol Station / Congress & 11th,5th & San Marcos,35.5,35
Capitol Station / Congress & 11th,South Congress & Barton Springs at the Austin American-Statesman,34.7,301
Capitol Station / Congress & 11th,Riverside @ S. Lamar,34.4,285
Capitol Station / Congress & 11th,South Congress & James,34.1,390
Capitol Station / Congress & 11th,Long Center @ South 1st & Riverside,33.7,256
Capitol Station / Congress & 11th,4th & Congress,33.6,616
Capitol Station / Congress & 11th,3rd & West,33.3,182
Capitol Station / Congress & 11th,11th & Salina ,32.5,20
Capitol Station / Congress & 11th,Guadalupe & 21st,32.4,307
Capitol Station / Congress & 11th,City Hall / Lavaca & 2nd,32.3,504
Capitol Station / Congress & 11th,2nd & Congress,31.9,661
Capitol Station / Congress & 11th,Pfluger Bridge @ W 2nd Street,31.4,214
Capitol Station / Congress & 11th,UT West Mall @ Guadalupe,31.4,427
Capitol Station / Congress & 11th,Convention Center / 3rd & Trinity,31.3,330
Capitol Station / Congress & 11th,Convention Center / 4th St. @ MetroRail,30.1,280
Capitol Station / Congress & 11th,Barton Springs & Riverside,29.9,262
Capitol Station / Congress & 11th,Davis at Rainey Street,29.7,419
Capitol Station / Congress & 11th,Rio Grande & 28th,28.9,61
Capitol Station / Congress & 11th,Lavaca & 6th,28.4,176
Capitol Station / Congress & 11th,South Congress & Academy,28.2,442
Capitol Station / Congress & 11th,Nueces & 3rd,27.8,99
Capitol Station / Congress & 11th,East 6th & Pedernales St.,27.6,30
Capitol Station / Congress & 11th,Bullock Museum @ Congress & MLK,27.5,374
Capitol Station / Congress & 11th,22nd & Pearl,26.0,63
Capitol Station / Congress & 11th,Republic Square @ Guadalupe & 4th St.,25.8,57
Capitol Station / Congress & 11th,ACC - West & 12th Street,25.7,131
Capitol Station / Congress & 11th,Dean Keeton & Whitis,23.4,41
Capitol Station / Congress & 11th,Waller & 6th St.,23.1,18
Capitol Station / Congress & 11th,Guadalupe & 6th,23.0,35
Capitol Station / Congress & 11th,State Capitol @ 14th & Colorado,22.5,62
Capitol Station / Congress & 11th,Capital Metro HQ - East 5th at Broadway,20.5,55
Capitol Station / Congress & 11th,Dean Keeton & Speedway ,19.9,47
Capitol Station / Congress & 11th,21st & Speedway @PCL,19.7,318
Capitol Station / Congress & 11th,East 11th St. & San Marcos,18.3,180
Capitol Station / Congress & 11th,Republic Square @ Federal Courthouse Plaza,16.6,84
Capitol Station / Congress & 11th,East 11th St. at Victory Grill,16.0,138
Cesar Chavez/Congress,8th/San Jacinto,323.1,26
Cesar Chavez/Congress,Rosewood/Chicon,189.5,10
Cesar Chavez/Congress,3rd/Trinity @ The Convention Center,148.3,122
Cesar Chavez/Congress,Rainey/Driskill,101.9,85
Cesar Chavez/Congress,11th/San Jacinto,97.0,23
Cesar Chavez/Congress,10th/Red River,89.5,22
Cesar Chavez/Congress,Cesar Chavez/Congress,61.6,1648
Cesar Chavez/Congress,8th/Lavaca,58.1,29
Cesar Chavez/Congress,6th/Trinity,56.8,41
Cesar Chavez/Congress,11th/Congress @ The Texas Capitol,55.8,153
Cesar Chavez/Congress,3rd/Nueces,54.9,90
Cesar Chavez/Congress,4th/Guadalupe @ Republic Square,52.9,48
Cesar Chavez/Congress,8th/Red River,52.1,67
Cesar Chavez/Congress,2nd/Congress,50.2,203
Cesar Chavez/Congress,Barton Springs Pool,47.8,258
Cesar Chavez/Congress,Red River/Cesar Chavez @ The Fairmont,46.8,110
Cesar Chavez/Congress,22nd/Pearl,46.2,58
Cesar Chavez/Congress,Zilker Park,45.5,317
Cesar Chavez/Congress,4th/Sabine,44.4,55
Cesar Chavez/Congress,Veterans/Atlanta @ MoPac Ped Bridge,44.1,307
Cesar Chavez/Congress,Lakeshore/Austin Hostel,43.5,345
Cesar Chavez/Congress,East 6th/Pedernales,43.5,38
Cesar Chavez/Congress,Dean Keeton/Speedway,42.1,15
Cesar Chavez/Congress,East 11th/San Marcos,41.1,38
Cesar Chavez/Congress,6th/West,41.0,46
Cesar Chavez/Congress,Sterzing/Barton Springs,40.4,245
Cesar Chavez/Congress,Nash Hernandez/East @ RBJ South,39.9,221
Cesar Chavez/Congress,4th/Congress,39.8,106
Cesar Chavez/Congress,Boardwalk West,39.7,214
Cesar Chavez/Congress,6th/Brazos,39.1,42
