month,subscriber_type,trip_count,avg_duration
2013-12,Local365,66,11.3
2013-12,Annual Pass,19,9.4
2013-12,Annual ,2,9.0
2013-12,Founding Member,48,15.8
2013-12,24 Hour Walk Up Pass,1264,44.1
2013-12,Annual,4,19.3
2013-12,Annual Membership,2,8.0
2013-12,7-Day,13,12.0
2014-01,Explorer,5,34.4
2014-01,Annual Membership,6,5.3
2014-01,24 Hour Walk Up Pass,2245,40.8
2014-01,7-Day,81,14.5
2014-01,Annual Pass,9,11.3
2014-01,Local365,651,10.6
2014-01,Founding Member,208,7.3
2014-01,Annual,2,17.5
2014-01,Annual ,33,12.5
2014-02,Annual Pass,2,22.0
2014-02,Semester Membership,46,11.2
2014-02,7-Day,46,15.0
2014-02,Explorer,54,52.5
2014-02,24 Hour Walk Up Pass,3822,39.9
2014-02,Annual,7,9.3
2014-02,Local365,992,9.7
2014-02,Founding Member,228,8.6
2014-02,Annual Membership,5,4.8
2014-02,Annual ,23,16.3
2014-03,Explorer,88,24.4
2014-03,24-Hour Membership,1,29.0
2014-03,Semester Membership,264,10.7
2014-03,Local365,2704,10.4
2014-03,24 Hour Walk Up Pass,20045,36.9
2014-03,Annual Membership,32,11.8
2014-03,7-Day,996,15.1
2014-03,Annual Pass,4,13.3
2014-03,Annual,49,15.1
2014-03,Annual ,66,15.6
2014-03,Founding Member,332,11.3
2014-04,Founding Member,295,9.5
2014-04,Annual,44,12.5
2014-04,7-Day,176,17.1
2014-04,Annual ,12,13.4
2014-04,Local365,2662,8.8
2014-04,24 Hour Walk Up Pass,10360,39.9
2014-04,Annual Membership,57,6.5
2014-04,Heartland Pass (Annual Pay),2,11.5
2014-04,Explorer,58,44.6
2014-04,Annual Pass,26,18.5
2014-04,Semester Membership,164,9.1
2014-05,7-Day,223,14.2
2014-05,24 Hour Walk Up Pass,10960,36.6
2014-05,Founding Member,359,8.4
2014-05,Annual Membership,55,7.6
2014-05,Annual ,4,16.0
2014-05,Annual,59,15.1
2014-05,Local365,2695,9.9
2014-05,Explorer,50,32.1
2014-05,Semester Membership,139,10.3
2014-06,Annual Pass (Original),8,10.5
2014-06,Founding Member,261,8.4
2014-06,Annual Membership,47,8.0
2014-06,Explorer,40,45.3
2014-06,Semester Membership,266,9.0
2014-06,Annual,39,13.4
2014-06,Annual ,26,18.9
2014-06,7-Day,242,14.1
2014-06,Local365,2826,9.4
2014-06,24 Hour Walk Up Pass,9461,36.0
2014-07,Annual ,5,13.2
2014-07,Semester Membership,401,10.7
2014-07,7-Day,225,14.8
2014-07,Annual Pass,16,12.6
2014-07,Explorer,107,23.9
2014-07,Local365,3174,9.4
2014-07,Annual Membership,29,19.4
2014-07,24 Hour Walk Up Pass,9698,35.2
2014-07,Founding Member,231,10.9
2014-07,Annual,5,29.4
2014-08,Founding Member,209,10.2
2014-08,Local365,3037,9.0
2014-08,7-Day,164,12.1
2014-08,Annual ,16,11.4
2014-08,Annual Pass (Original),2,25.5
2014-08,Explorer,65,34.3
2014-08,Annual,54,26.6
2014-08,24 Hour Walk Up Pass,7614,37.3
2014-08,Semester Membership,235,12.4
2014-08,Annual Membership,14,12.3
2014-09,Founding Member,227,8.3
2014-09,7-Day,48,18.1
2014-09,24 Hour Walk Up Pass,7154,33.6
2014-09,Annual Membership,18,20.2
2014-09,Explorer,102,31.6
2014-09,Semester Membership,344,11.3
2014-09,Annual ,7,21.7
2014-09,Annual Pass,5,6.6
2014-09,Local365,3184,9.5
2014-09,Annual,23,32.5
2014-10,ACL Weekend Pass Special,319,21.1
2014-10,7-Day,439,16.4
2014-10,Annual Pass,5,15.0
2014-10,Annual ,8,20.5
2014-10,24 Hour Walk Up Pass,15849,34.2
2014-10,Explorer,150,30.4
2014-10,Semester Membership,492,12.0
2014-10,Annual Membership,16,27.2
2014-10,Annual,75,16.1
2014-10,Founding Member,265,9.1
2014-10,Local365,4438,10.3
2014-11,24 Hour Walk Up Pass,7099,34.4
2014-11,Annual,63,13.6
2014-11,Explorer,41,30.1
2014-11,7-Day,62,16.5
2014-11,Annual Membership,104,14.4
2014-11,Semester Membership,320,11.4
2014-11,Local365,2500,10.3
2014-11,Founding Member,201,8.7
2014-11,Annual Pass,5,11.6
2014-11,Annual ,12,25.4
2014-11,FunFunFun Fest 3 Day Pass,27,19.3
2014-12,Annual Membership,6,10.8
2014-12,Semester Membership,222,11.1
2014-12,Explorer,35,27.6
2014-12,Local31,17,13.3
2014-12,Annual,45,19.4
2014-12,Founding Member,146,9.3
2014-12,Local365,2003,8.5
2014-12,7-Day,59,19.3
2014-12,Heartland Pass (Annual Pay),6,37.7
2014-12,24 Hour Walk Up Pass,4502,31.9
2015-01,Annual ,3,6.3
2015-01,Semester Membership,83,9.8
2015-01,Annual Pass (Original),10,15.7
2015-01,Explorer,115,28.3
2015-01,Annual,26,10.5
2015-01,Annual Pass,6,9.0
2015-01,Local31,185,13.5
2015-01,24 Hour Walk Up Pass,4740,35.4
2015-01,Founding Member,111,9.8
2015-01,Local365,2128,8.6
2015-01,7-Day,160,15.2
2015-02,Founding Member,125,9.0
2015-02,Annual ,13,14.6
2015-02,24 Hour Walk Up Pass,6176,35.4
2015-02,Semester Membership,77,7.8
2015-02,Local365,2299,9.7
2015-02,Explorer,178,30.5
2015-02,7-Day,52,10.3
2015-02,Annual,68,15.3
2015-02,Annual Membership,60,12.9
2015-02,Local31,215,12.8
2015-03,Local365,4762,10.4
2015-03,7-Day,2298,14.2
2015-03,24 Hour Walk Up Pass,20030,29.5
2015-03,Annual Pass,35,18.8
2015-03,Semester Membership,135,8.9
2015-03,Annual ,46,13.5
2015-03,Local31,1085,11.4
2015-03,Annual,85,13.5
2015-03,Annual Membership,26,17.1
2015-03,Founding Member,150,12.1
2015-03,Explorer,402,28.8
2015-04,24 Hour Walk Up Pass,10719,36.4
2015-04,Explorer,248,31.1
2015-04,Annual Pass,4,16.3
2015-04,Semester Membership,42,9.0
2015-04,Local31,889,10.4
2015-04,Founding Member,137,10.8
2015-04,7-Day,341,13.5
2015-04,Annual,89,16.5
2015-04,Annual ,24,13.3
2015-04,Annual Membership,18,22.2
2015-04,Local365,3552,9.3
2015-05,7-Day,54,23.0
2015-05,3-Day Weekender,287,19.3
2015-05,Local365,3096,9.7
2015-05,Explorer,246,27.6
2015-05,Semester Membership,1,7.0
2015-05,Local31,675,11.5
2015-05,Founding Member,140,8.6
2015-05,24 Hour Walk Up Pass,10808,37.3
2015-05,Annual Membership,18,22.9
2015-05,Annual,30,20.5
2015-05,Annual ,8,14.4
2015-06,24 Hour Walk Up Pass,8588,34.3
2015-06,Explorer,155,30.8
2015-06,Local31,981,12.9
2015-06,Annual ,5,10.4
2015-06,Annual Membership,11,18.9
2015-06,Annual,8,14.4
2015-06,Local365,3304,9.1
2015-06,Founding Member,155,8.8
2015-06,Annual Pass,2,12.0
2015-06,3-Day Weekender,317,16.2
2015-07,3-Day Weekender,298,15.6
2015-07,Founding Member,176,8.3
2015-07,Annual ,13,13.7
2015-07,Annual Pass (Original),1,12.0
2015-07,Annual Pass,10,29.8
2015-07,24 Hour Walk Up Pass,9307,38.0
2015-07,Local31,1952,12.4
2015-07,Local365,3770,9.1
2015-07,Annual,15,11.1
2015-07,Explorer,195,22.4
2015-07,Annual Membership,14,16.4
2015-08,24 Hour Walk Up Pass,7222,35.2
2015-08,Annual Membership,21,13.4
2015-08,Annual,17,18.3
2015-08,Founding Member,151,9.3
2015-08,Annual ,10,21.2
2015-08,Local365,3914,9.2
2015-08,3-Day Weekender,549,17.0
2015-08,Explorer,177,30.0
2015-08,Local31,1574,11.4
2015-09,Founding Member,176,9.1
2015-09,3-Day Weekender,539,17.9
2015-09,24 Hour Walk Up Pass,7445,34.8
2015-09,"Membership: pay once, one-year commitment",2,13.0
2015-09,Explorer,149,22.9
2015-09,Local365,4694,9.5
2015-09,Annual Pass,6,8.8
2015-09,Local31,1131,10.6
2015-09,Annual ,3,11.7
2015-09,Annual,29,11.8
2015-09,RideScout Single Tide,34,10.1
2015-09,Local365 Youth (age 13-17 riders),14,19.2
2015-09,Annual Membership,48,8.1
2015-10,Annual ,26,26.8
2015-10,Local365,5457,9.5
2015-10,Annual Pass (Original),6,13.8
2015-10,Explorer,240,25.1
2015-10,Annual Membership ,4,13.0
2015-10,Founding Member,159,7.1
2015-10,Annual Membership,33,16.7
2015-10,Annual,133,12.4
2015-10,3-Day Weekender,1536,20.1
2015-10,Annual Pass,7,14.0
2015-10,24 Hour Walk Up Pass,12249,32.3
2015-10,Local31,1465,11.3
2015-10,RideScout Single Tide,46,30.2
2015-11,Local31,1037,10.7
2015-11,Annual Pass,4,9.0
2015-11,Annual,41,13.0
2015-11,Annual ,12,15.3
2015-11,Explorer,133,27.4
2015-11,RideScout Single Tide,22,15.3
2015-11,Annual Membership,14,17.1
2015-11,24 Hour Walk Up Pass,5470,38.0
2015-11,Local365,3686,8.8
2015-11,3-Day Weekender,483,22.7
2015-11,Founding Member,138,9.6
2015-12,Local31,817,10.6
2015-12,Annual,16,13.2
2015-12,RideScout Single Tide,7,6.3
2015-12,24 Hour Walk Up Pass,4784,33.5
2015-12,Explorer,147,26.4
2015-12,3-Day Weekender,193,16.5
2015-12,Annual ,10,12.7
2015-12,Founding Member,187,9.3
2015-12,Annual Membership,26,13.4
2015-12,Local365,3448,8.8
2016-01,Founding Member,112,7.4
2016-01,Annual Member,15,23.1
2016-01,RESTRICTED,1,8.0
2016-01,Local30,760,11.3
2016-01,Local365,3611,12.2
2016-01,Explorer,155,29.7
2016-01,Weekender,348,20.3
2016-01,Annual Membership,19,17.0
2016-01,Annual,14,19.9
2016-01,Walk Up,5702,39.6
2016-01,RideScout Single Ride,4,2.0
2016-02,Annual Membership,4,37.5
2016-02,Annual,10,10.8
2016-02,Weekender ($15 plus tax),550,18.9
2016-02,Local365 ($80 plus tax),3886,13.5
2016-02,Explorer ($8 plus tax),182,32.2
2016-02,Founding Member,127,8.9
2016-02,Annual Member,13,10.3
2016-02,Walk Up,7434,43.5
2016-02,Local30 ($11 plus tax),820,12.3
2016-03,7-Day,5,8.8
2016-03,Republic Rider,16,20.4
2016-03,Local365,6510,12.6
2016-03,Explorer,444,20.6
2016-03,Annual Member,45,19.0
2016-03,Walk Up,17788,35.0
2016-03,Annual,161,20.1
2016-03,Founding Member,176,12.9
2016-03,Weekender,1441,19.3
2016-03,Annual Membership,17,22.8
2016-03,Local365 Youth with helmet (age 13-17 riders),16,15.6
2016-03,Local30,2073,15.0
2016-04,Annual Membership,19,25.5
2016-04,Annual Member,37,14.8
2016-04,Annual Pass,4,42.0
2016-04,Annual Plus,10,11.1
2016-04,Local365,4535,11.9
2016-04,Weekender,1016,18.3
2016-04,Local365 Youth with helmet (age 13-17 riders),3,15.0
2016-04,Local30,1166,15.6
2016-04,Founding Member,111,26.1
2016-04,Try Before You Buy Special,2,6.5
2016-04,Explorer,198,31.6
2016-04,Walk Up,10321,46.6
2016-04,Republic Rider (Annual),1,7.0
2016-04,Annual,3,6.0
2016-05,Annual,18,16.9
2016-05,Explorer,163,22.0
2016-05,Annual Member,10,11.5
2016-05,Local365,4474,10.9
2016-05,Founding Member,89,9.3
2016-05,Try Before You Buy Special,201,49.2
2016-05,Annual Membership,30,26.0
2016-05,Weekender,821,22.4
2016-05,Walk Up,11945,46.1
2016-05,Local30,1269,13.2
2016-05,Local365 Youth with helmet (age 13-17 riders),4,8.0
2016-05,Republic Rider (Annual),5,9.6
2016-06,Local365 Youth with helmet (age 13-17 riders),9,8.1
2016-06,Local365,4467,11.3
2016-06,Annual,9,18.2
2016-06,Try Before You Buy Special,2,17.0
2016-06,Founding Member,131,13.6
2016-06,Annual Member,13,12.6
2016-06,Weekender,559,19.8
2016-06,Local30,1300,11.6
2016-06,Annual Membership,8,17.5
2016-06,Explorer,356,26.1
2016-06,Walk Up,9156,44.1
2016-07,Local365,4289,12.0
2016-07,Explorer,352,31.9
2016-07,Walk Up,9165,46.0
2016-07,Membership: pay once  one-year commitment,2,24.0
2016-07,Local365 Youth with helmet (age 13-17 riders),4,8.5
2016-07,Local30,1319,15.3
2016-07,Annual,13,18.8
2016-07,Annual Membership,7,18.7
2016-07,Weekender,558,17.9
2016-07,Founding Member,79,10.6
2016-07,Annual Member,15,19.1
2016-08,Annual Member,13,16.8
2016-08,Founding Member,87,6.5
2016-08,Annual,9,7.7
2016-08,Explorer,122,30.3
2016-08,Local365 Youth with helmet (age 13-17 riders),3,22.7
2016-08,Weekender,346,20.7
2016-08,Walk Up,6109,44.7
2016-08,Try Before You Buy Special,53,32.9
2016-08,Local30,1099,12.4
2016-08,Local365,4207,11.7
2016-08,Annual Plus,2,8.5
2016-09,Walk Up,8535,43.6
2016-09,Annual,30,15.9
2016-09,Local365,4806,11.7
2016-09,Local30,1160,13.2
2016-09,Founding Member,103,7.1
2016-09,Annual Membership,6,17.0
2016-09,Annual Plus,5,9.2
2016-09,Republic Rider (Annual),13,14.8
2016-09,Try Before You Buy Special,117,34.5
2016-09,Explorer,187,35.3
2016-09,Annual Member,3,14.0
2016-09,Weekender,593,19.8
2016-10,Walk Up,14417,40.3
2016-10,Weekender,1733,21.7
2016-10,Annual Plus,7,20.1
2016-10,Republic Rider (Annual),1,9.0
2016-10,Annual,20,26.3
2016-10,Founding Member,107,11.8
2016-10,Explorer,467,29.7
2016-10,Annual Member,7,15.4
2016-10,Local365,5560,11.9
2016-10,Try Before You Buy Special,1,23.0
2016-10,Local30,1347,11.6
2016-10,Annual Membership,11,19.3
2016-11,Explorer,240,30.9
2016-11,Local365 Youth with helmet (age 13-17 riders),6,12.0
2016-11,Founding Member,64,9.4
2016-11,Walk Up,7935,42.3
2016-11,Annual Plus,7,11.1
2016-11,Try Before You Buy Special,69,64.4
2016-11,Local30,915,10.9
2016-11,Weekender,1018,21.0
2016-11,Local365,3952,10.6
2016-11,Annual Membership,49,13.4
2016-11,Annual Member,1,18.0
2016-11,Annual,18,14.6
2016-11,Denver B-cycle Founder,7,9.6
2016-12,Republic Rider (Annual),1,18.0
2016-12,Walk Up,4236,46.2
2016-12,Weekender,202,26.5
2016-12,Annual Membership,12,19.8
2016-12,Annual,4,14.0
2016-12,Founding Member,45,7.1
2016-12,Local365 Youth with helmet (age 13-17 riders),8,14.4
2016-12,Annual Member,14,13.8
2016-12,Local30,576,17.1
2016-12,Local365,2771,12.6
2016-12,Try Before You Buy Special,90,100.1
2016-12,Denver B-cycle Founder,3,19.0
2016-12,Explorer,213,35.0
2017-01,Annual Member,3,17.7
2017-01,Local30,656,13.4
2017-01,Republic Rider (Annual),2,8.5
2017-01,Walk Up,5135,51.1
2017-01,Weekender,418,25.2
2017-01,Try Before You Buy Special,55,40.2
2017-01,Annual Membership,3,21.7
2017-01,Founding Member,31,44.3
2017-01,Annual Pass,1,7.0
2017-01,Local365+Guest Pass,15,21.1
2017-01,Local365,3600,11.8
2017-01,Explorer,254,29.0
2017-01,Denver B-cycle Founder,2,13.0
2017-01,Local365 Youth with helmet (age 13-17 riders),11,24.7
2017-01,Annual,9,28.6
2017-02,Annual Pass,2,45.0
2017-02,Annual Member,5,19.6
2017-02,Founding Member,32,8.8
2017-02,Local365 Youth with helmet (age 13-17 riders),2,10.5
2017-02,Annual,22,28.5
2017-02,Local30,1045,13.7
2017-02,Weekender,1277,27.6
2017-02,Local365+Guest Pass,69,9.3
2017-02,Explorer,325,33.9
2017-02,Local365,3984,11.9
2017-02,Walk Up,6472,48.1
2017-02,Annual Membership,18,19.6
2017-02,Republic Rider (Annual),9,18.1
2017-03,Explorer,457,34.4
2017-03,Annual Member,29,15.9
2017-03,Local30,3173,15.9
2017-03,Founding Member,9,16.2
2017-03,Local365+Guest Pass,410,15.5
2017-03,Annual Membership,12,19.0
2017-03,Annual,40,14.3
2017-03,Annual Plus,2,11.0
2017-03,Weekender,2851,23.0
2017-03,Walk Up,12735,43.3
2017-03,Local365,6264,11.9
2017-03,Local365 Youth with helmet (age 13-17 riders),10,8.7
2017-03,Annual Pass,8,31.1
2017-04,Weekender,2398,28.8
2017-04,Annual Membership,19,26.8
2017-04,Annual Member,7,31.4
2017-04,Local30,1419,15.7
2017-04,Founding Member,12,16.8
2017-04,Walk Up,10643,46.5
2017-04,Local365,4371,13.3
2017-04,Try Before You Buy Special,1,6.0
2017-04,Local365+Guest Pass,404,15.3
2017-04,Annual,35,16.9
2017-04,Local365 Youth with helmet (age 13-17 riders),6,26.2
2017-04,Explorer,467,35.4
2017-04,Republic Rider (Annual),19,17.3
2017-04,Annual Plus,5,14.8
2017-05,Walk Up,9286,49.5
2017-05,Local30,1698,17.4
2017-05,Weekender,2213,29.3
2017-05,Annual,40,24.9
2017-05,Membership: pay once  one-year commitment,9,5.8
2017-05,Local365,4405,12.2
2017-05,Local365+Guest Pass,421,11.5
2017-05,Explorer,543,35.2
2017-05,Local365 Youth with helmet (age 13-17 riders),2,23.5
2017-05,Annual Pass,2,26.5
2017-05,Annual Membership,9,12.7
2017-05,Annual Plus,12,14.4
2017-05,Annual Member,5,16.6
2017-06,Try Before You Buy Special,2,32.0
2017-06,Explorer,485,37.7
2017-06,Weekender,1448,30.5
2017-06,Local365 Youth with helmet (age 13-17 riders),7,19.0
2017-06,Annual Member,11,5.8
2017-06,Walk Up,6823,52.5
2017-06,Annual Plus,66,13.3
2017-06,Annual Membership,9,20.1
2017-06,Local365,4477,13.9
2017-06,Local365+Guest Pass,561,16.2
2017-06,Annual,22,17.1
2017-06,Local30,1721,16.5
2017-07,Local365 Youth (age 13-17 riders),3,20.7
2017-07,Local30,1771,16.9
2017-07,Republic Rider (Annual),20,28.1
2017-07,Local365,3430,14.8
2017-07,Walk Up,6572,51.8
2017-07,Annual,5,14.0
2017-07,Annual Membership,8,19.9
2017-07,Annual Member,22,47.4
2017-07,Weekender,1354,25.2
2017-07,Explorer,401,42.0
2017-07,Local365+Guest Pass,609,12.5
2017-08,Annual,13,33.5
2017-08,Explorer,266,29.5
2017-08,Weekender,1084,28.4
2017-08,Local365,3170,12.7
2017-08,Local365 Youth (age 13-17 riders),11,16.5
2017-08,Annual Member,1,8.0
2017-08,Local365+Guest Pass,596,11.0
2017-08,Local30,1472,13.8
2017-08,Walk Up,4147,53.7
2017-08,Annual Membership,9,19.8
2017-08,Membership: pay once  one-year commitment,2,7.5
2017-08,Republic Rider (Annual),4,9.3
2017-09,Annual Plus,10,29.9
2017-09,Annual Pass,8,27.9
2017-09,Annual Member,2,12.0
2017-09,Explorer,474,39.5
2017-09,Weekender,1112,27.0
2017-09,Local365,3370,15.9
2017-09,Local30,1423,18.2
2017-09,Walk Up,7364,48.5
2017-09,Local365 Youth (age 13-17 riders),6,15.5
2017-09,Local365+Guest Pass,619,15.8
2017-09,Annual,7,135.0
2017-09,Annual Membership,2,18.0
2017-09,Republic Rider (Annual),11,11.5
2017-10,Local365,4488,12.5
2017-10,Republic Rider (Annual),14,7.5
2017-10,Local30,1519,13.6
2017-10,Weekender,2744,25.2
2017-10,Walk Up,9477,42.9
2017-10,Try Before You Buy Special,1,26.0
2017-10,Explorer,607,32.3
2017-10,Local365 Youth (age 13-17 riders),21,14.2
2017-10,Local365+Guest Pass,944,13.6
2017-10,Annual,40,23.2
2017-10,Annual Plus,2,26.5
2017-10,Annual Member,32,39.2
2017-11,Annual Member,12,31.8
2017-11,Annual Pass,18,20.1
2017-11,Local365 Youth (age 13-17 riders),4,27.0
2017-11,Local30,1165,17.4
2017-11,Republic Rider (Annual),27,9.7
2017-11,Annual Membership,22,15.5
2017-11,Walk Up,7484,47.7
2017-11,Explorer,439,37.6
2017-11,Local365+Guest Pass,724,15.7
2017-11,Weekender,1248,28.7
2017-11,Local365,3545,15.2
2017-11,Annual,6,25.8
2017-12,Annual Member,9,16.8
2017-12,Weekender,802,26.6
2017-12,Republic Rider (Annual),1,5.0
2017-12,Local365+Guest Pass,476,16.2
2017-12,Local365 Youth (age 13-17 riders),4,18.0
2017-12,Local365,2187,13.0
2017-12,Annual,36,18.6
2017-12,Walk Up,4042,46.8
2017-12,Local30,782,12.8
2017-12,Try Before You Buy Special,1,11.0
2017-12,Explorer,299,31.0
2018-01,Local30,1074,19.0
2018-01,Local365+Guest Pass,516,12.6
2018-01,Explorer,352,35.6
2018-01,Weekender,971,26.8
2018-01,Walk Up,4382,52.1
2018-01,Annual Membership,3,12.3
2018-01,Republic Rider (Annual),39,9.9
2018-01,Annual Member,6,15.0
2018-01,Local365 Youth (age 13-17 riders),3,30.7
2018-01,Local365,2570,13.4
2018-02,Local365 Youth (age 13-17 riders),3,23.0
2018-02,Republic Rider (Annual),8,19.5
2018-02,Local30,1085,20.2
2018-02,Annual Membership,5,17.6
2018-02,Annual,22,16.9
2018-02,Walk Up,4688,56.7
2018-02,U.T. Student Membership,16944,22.6
2018-02,Annual Pass,1,20.0
2018-02,Local365,2223,18.4
2018-02,Annual Member,2,7.5
2018-02,Local365+Guest Pass,511,34.8
2018-02,Explorer,386,37.3
2018-02,Weekender,1244,31.3
2018-03,Annual Member,62,12.3
2018-03,Annual,64,33.5
2018-03,Local365,4825,16.2
2018-03,Annual Membership,21,24.8
2018-03,Walk Up,13938,48.8
2018-03,Local30,3042,17.0
2018-03,Republic Rider (Annual),8,22.8
2018-03,Local365 Youth (age 13-17 riders),8,21.9
2018-03,Annual Plus,15,23.4
2018-03,Madtown Monthly,36,12.1
2018-03,Weekender,3529,24.3
2018-03,Local365+Guest Pass,867,24.3
2018-03,UT Student Membership,1,7.0
2018-03,Explorer,965,35.1
2018-03,U.T. Student Membership,43238,16.0
2018-04,UT Student Membership,3,5.3
2018-04,Walk Up,10463,50.9
2018-04,Annual,52,17.6
2018-04,Annual Plus,6,15.5
2018-04,Explorer,999,38.5
2018-04,Annual Member,3,27.3
2018-04,Annual Pass,10,19.9
2018-04,Republic Rider (Annual),13,11.3
2018-04,Local365,3548,15.1
2018-04,Local30,1544,15.6
2018-04,Local365+Guest Pass,592,13.0
2018-04,Annual Plus Membership,25,18.1
2018-04,Weekender,2101,31.6
2018-04,U.T. Student Membership,42712,13.9
2018-04,Local365 Youth (age 13-17 riders),7,45.7
2018-04,Annual Membership,17,32.5
2018-05,Explorer,799,43.7
2018-05,Local30,1216,19.5
2018-05,Local365,3711,14.9
2018-05,Walk Up,8515,49.9
2018-05,Republic Rider (Annual),8,11.5
2018-05,Annual Plus,15,18.9
2018-05,Local365 Youth (age 13-17 riders),8,25.8
2018-05,Weekender,1986,31.4
2018-05,Annual Pass,1,57.0
2018-05,U.T. Student Membership,23970,16.9
2018-05,UT Student Membership,4,15.8
2018-05,Local365+Guest Pass,601,13.0
2018-05,Annual,26,17.0
2018-05,Annual Member,9,17.7
2018-06,Local365+Guest Pass,502,20.2
2018-06,Annual,12,21.3
2018-06,Annual Member,7,12.9
2018-06,Local365 Youth (age 13-17 riders),1,58.0
2018-06,Walk Up,4924,57.6
2018-06,Local30,1446,19.3
2018-06,U.T. Student Membership,12261,14.7
2018-06,Aluminum Access,3,35.7
2018-06,Weekender,1242,29.5
2018-06,Local365,3118,15.0
2018-06,Explorer,395,34.2
2018-06,Republic Rider (Annual),7,4.4
2018-07,Local365,2562,12.9
2018-07,Aluminum Access,26,10.2
2018-07,Local365+Guest Pass,523,15.4
2018-07,Annual Membership,6,8.0
2018-07,Walk Up,4193,57.0
2018-07,Explorer,398,38.7
2018-07,Weekender,633,30.5
2018-07,Annual,2,27.5
2018-07,Local365 Youth (age 13-17 riders),7,35.1
2018-07,Local30,1269,19.2
2018-07,U.T. Student Membership,11120,18.2
2018-08,HT Ram Membership,36,26.1
2018-08,Walk Up,2911,70.9
2018-08,Local30,801,21.9
2018-08,Annual Membership,16,12.3
2018-08,U.T. Student Membership,15056,15.4
2018-08,Annual,18,16.7
2018-08,Local365+Guest Pass,459,14.4
2018-08,Republic Rider (Annual),11,16.4
2018-08,Explorer,290,40.9
2018-08,Aluminum Access,25,17.5
2018-08,Local365 Youth (age 13-17 riders),7,22.4
2018-08,Weekender,534,28.2
2018-08,Local365,2364,19.9
2018-09,Annual,36,19.2
2018-09,Annual Membership,2,6.0
2018-09,Aluminum Access,4,6.3
2018-09,Annual Plus,4,20.0
2018-09,Local365,2041,20.2
2018-09,U.T. Student Membership,34531,14.5
2018-09,HT Ram Membership,436,48.0
2018-09,Local30,539,35.2
2018-09,Republic Rider (Annual),14,29.2
2018-09,Explorer,380,38.6
2018-09,Local365+Guest Pass,411,22.0
2018-09,Weekender,676,29.3
2018-09,Walk Up,3107,67.3
2018-09,Local365 Youth (age 13-17 riders),1,20.0
2018-10,Annual Membership,1,11.0
2018-10,Local365 Youth (age 13-17 riders),6,19.0
2018-10,Single Trip,3,48.3
2018-10,24 Hour Walk Up Pass,2999,80.3
2018-10,Local30,631,25.0
2018-10,3-Day Weekender,1251,40.5
2018-10,Annual,16,21.8
2018-10,Republic Rider (Annual),4,46.3
2018-10,3-Day Explorer,395,36.1
2018-10,$1 Pay by Trip Fall Special,259,51.8
2018-10,Explorer,416,50.0
2018-10,Aluminum Access,1,7.0
2018-10,HT Ram Membership,491,54.7
2018-10,Local365+Guest Pass,396,41.1
2018-10,Local365,1903,38.2
2018-10,U.T. Student Membership,22621,18.6
2018-11,Local365 Youth (age 13-17 riders)- 1/2 off Special,3,7.0
2018-11,Local30,440,31.6
2018-11,U.T. Student Membership,13319,20.8
2018-11,HT Ram Membership,296,40.9
2018-11,Single Trip,1503,70.6
2018-11,Aluminum Access,8,6.5
2018-11,$1 Pay by Trip Fall Special,207,105.2
2018-11,24 Hour Walk Up Pass,1037,73.4
2018-11,3-Day Explorer,502,30.7
2018-11,Local365- 1/2 off Anniversary Special,1538,21.0
2018-11,3-Day Weekender,2,6.5
2018-11,Local365+Guest Pass- 1/2 off Anniversary Special,266,14.0
2018-11,Annual,6,15.3
2018-11,Annual Plus,2,34.0
2018-11,Explorer,252,38.3
2018-11,Annual Membership,10,15.0
2018-12,24 Hour Walk Up Pass,843,68.7
2018-12,3-Day Explorer,334,30.9
2018-12,Local30,265,29.9
2018-12,Explorer,196,51.3
2018-12,HT Ram Membership,116,62.0
2018-12,Aluminum Access,15,6.5
2018-12,Annual Plus,2,32.5
2018-12,Local365+Guest Pass- 1/2 off Anniversary Special,200,36.1
2018-12,$1 Pay by Trip Winter Special,223,76.4
2018-12,UT Student Membership,1,2.0
2018-12,Single Trip,1360,55.8
2018-12,Annual Membership,7,17.6
2018-12,Local365- 1/2 off Anniversary Special,1369,28.4
2018-12,Annual,37,15.8
2018-12,U.T. Student Membership,6611,37.8
2019-01,U.T. Student Membership,4089,27.9
2019-01,Annual Plus Membership,1,19.0
2019-01,Annual,24,18.5
2019-01,Annual Pass,2,9.0
2019-01,$1 Pay by Trip Winter Special,260,61.5
2019-01,24 Hour Walk Up Pass,690,70.0
2019-01,3-Day Explorer,382,31.2
2019-01,Local365 Youth (age 13-17 riders),5,11.8
2019-01,Explorer,158,34.3
2019-01,Annual Membership,10,18.1
2019-01,Local365+Guest Pass,289,23.3
2019-01,Aluminum Access,2,14.0
2019-01,Local365,1549,25.5
2019-01,Local30,363,18.0
2019-01,HT Ram Membership,164,54.4
2019-01,Single Trip,1107,73.4
2019-02,3-Day Explorer,421,40.8
2019-02,Annual ,4,52.3
2019-02,$1 Pay by Trip Winter Special,281,80.3
2019-02,U.T. Student Membership,5528,42.5
2019-02,Single Trip,1149,78.8
2019-02,Local30,345,28.9
2019-02,HT Ram Membership,121,147.2
2019-02,Explorer,288,53.5
2019-02,Aluminum Access,1,7.0
2019-02,24 Hour Walk Up Pass,757,105.3
2019-02,Local365 Youth (age 13-17 riders),21,48.7
2019-02,Local365,1360,35.6
2019-02,Annual,24,20.9
2019-02,Local365+Guest Pass,232,37.6
2019-03,Local30,847,30.8
